device,useragent
firefox,Mozilla/5.0 (Windows; Windows NT 10.0; WOW64; en-US) Gecko/20100101 Firefox/48.1
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_5_8; like Mac OS X) AppleWebKit/537.40 (KHTML, like Gecko) Chrome/50.0.1837.235 Mobile Safari/600.9"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_5_2; like Mac OS X) AppleWebKit/603.32 (KHTML, like Gecko) Chrome/47.0.3284.301 Mobile Safari/603.4"
mobile,"Mozilla/5.0 (Linux; Android 4.4.1; SAMSUNG SM-E500L Build/KTU84P) AppleWebKit/602.39 (KHTML, like Gecko) Chrome/51.0.3617.170 Mobile Safari/536.6"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64; en-US Trident/7.0)
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 9_4_6 like Mac OS X) AppleWebKit/602.6 (KHTML, like Gecko) Chrome/50.0.1349.340 Mobile Safari/600.7"
android,"Mozilla/5.0 (Android; Android 5.0; HTC [M8|M9|M8 Pro Build/LRX22G) AppleWebKit/533.25 (KHTML, like Gecko) Chrome/52.0.3075.284 Mobile Safari/603.0"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1;; en-US) AppleWebKit/533.46 (KHTML, like Gecko) Chrome/52.0.2339.178 Safari/533.4 Edge/13.82345"
windows,"Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/535.43 (KHTML, like Gecko) Chrome/54.0.3242.323 Safari/535.4 Edge/14.68835"
edge,"Mozilla/5.0 (Windows NT 10.1;) AppleWebKit/536.16 (KHTML, like Gecko) Chrome/49.0.1011.194 Safari/601.0 Edge/15.55721"
firefox,Mozilla/5.0 (Windows; U; Windows NT 6.2; Win64; x64; en-US) Gecko/20100101 Firefox/47.6
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 6.1; Win64; x64; en-US Trident/7.0)
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_7; en-US) AppleWebKit/533.35 (KHTML, like Gecko) Chrome/48.0.1305.231 Safari/537"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_4_4; en-US) Gecko/20100101 Firefox/49.5
firefox,Mozilla/5.0 (Windows; Windows NT 10.5;) Gecko/20130401 Firefox/69.9
windows,"Mozilla/5.0 (Windows NT 10.4;; en-US) AppleWebKit/534.21 (KHTML, like Gecko) Chrome/48.0.3054.218 Safari/600.9 Edge/12.32328"
firefox,Mozilla/5.0 (Windows; Windows NT 10.1; WOW64; en-US) Gecko/20100101 Firefox/50.8
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.4; WOW64) AppleWebKit/603.49 (KHTML, like Gecko) Chrome/55.0.2711.308 Safari/536.3 Edge/11.40393"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_6_8) AppleWebKit/533.14 (KHTML, like Gecko) Chrome/51.0.2960.279 Safari/536"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; Windows NT 6.0; Trident/5.0)
mobile,"Mozilla/5.0 (Linux; Android 7.1; Xperia Build/NDE63X) AppleWebKit/535.31 (KHTML, like Gecko) Chrome/47.0.1415.183 Mobile Safari/533.0"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_4_0) AppleWebKit/603.12 (KHTML, like Gecko) Chrome/54.0.3413.141 Safari/536"
windows,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 10.3; Win64; x64 Trident/6.0)
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; Windows NT 6.3; Trident/4.0)
linux,Mozilla/5.0 (U; Linux i676 ) Gecko/20100101 Firefox/58.7
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.0;; en-US) AppleWebKit/602.9 (KHTML, like Gecko) Chrome/49.0.2421.177 Safari/602.9 Edge/16.20287"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.5; Win64; x64; en-US) AppleWebKit/602.40 (KHTML, like Gecko) Chrome/54.0.3982.111 Safari/603.3 Edge/16.26324"
linux,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/534.47 (KHTML, like Gecko) Chrome/55.0.2923.258 Safari/534"
android,"Mozilla/5.0 (Linux; U; Android 5.0; SM-T350 Build/LRX22G) AppleWebKit/601.22 (KHTML, like Gecko) Chrome/52.0.2890.144 Mobile Safari/534.7"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.4;; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/51.0.3585.255 Safari/534.7 Edge/11.76293"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.0;) AppleWebKit/537.25 (KHTML, like Gecko) Chrome/53.0.1591.236 Safari/534.3 Edge/17.19807"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_7_1; like Mac OS X) AppleWebKit/535.29 (KHTML, like Gecko) Chrome/49.0.1595.295 Mobile Safari/603.5"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; U; Windows NT 6.2; Trident/4.0)
linux,Mozilla/5.0 (Linux; U; Linux i681 ; en-US) Gecko/20100101 Firefox/56.1
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; x64 Trident/5.0)
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_6) Gecko/20100101 Firefox/51.7
firefox,Mozilla/5.0 (Linux; Linux x86_64) Gecko/20100101 Firefox/57.7
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Win64; x64 Trident/4.0)
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 7_2_1 like Mac OS X) AppleWebKit/536.34 (KHTML, like Gecko) Chrome/51.0.2221.135 Mobile Safari/601.6"
mobile,"Mozilla/5.0 (Android; Android 7.1.1; SAMSUNG GT-I9600 Build/KTU84P) AppleWebKit/601.3 (KHTML, like Gecko) Chrome/47.0.1669.377 Mobile Safari/536.1"
android,"Mozilla/5.0 (Linux; Android 7.1; GT-I9800 Build/KTU84P) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/52.0.2900.258 Mobile Safari/536.9"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_2_4; en-US) Gecko/20100101 Firefox/49.8
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; Windows NT 6.2;; en-US Trident/4.0)
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.0; Win64; x64; en-US Trident/4.0)
mobile,"Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-G920X Build/LMY47X) AppleWebKit/536.48 (KHTML, like Gecko) Chrome/55.0.2117.325 Mobile Safari/600.5"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_5_1; like Mac OS X) AppleWebKit/533.38 (KHTML, like Gecko) Chrome/50.0.1796.353 Mobile Safari/603.5"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_9_5) Gecko/20100101 Firefox/55.0
windows,"Mozilla/5.0 (Windows; Windows NT 10.4; WOW64; en-US) AppleWebKit/600.13 (KHTML, like Gecko) Chrome/48.0.2246.292 Safari/537.3 Edge/18.70264"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_3_2; en-US) AppleWebKit/533.11 (KHTML, like Gecko) Chrome/53.0.2830.114 Safari/535"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_1_3) AppleWebKit/602.29 (KHTML, like Gecko) Chrome/54.0.3311.223 Safari/600"
chrome,"Mozilla/5.0 (Linux; U; Linux i555 x86_64; en-US) AppleWebKit/602.2 (KHTML, like Gecko) Chrome/49.0.3051.393 Safari/602"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_4_5; like Mac OS X) AppleWebKit/601.40 (KHTML, like Gecko) Chrome/49.0.2864.162 Mobile Safari/600.9"
linux,"Mozilla/5.0 (Linux i585 x86_64; en-US) AppleWebKit/600.36 (KHTML, like Gecko) Chrome/48.0.2459.178 Safari/537"
firefox,Mozilla/5.0 (Windows; Windows NT 10.3; x64; en-US) Gecko/20130401 Firefox/49.7
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_4_1) Gecko/20100101 Firefox/66.3
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; x64 Trident/5.0)
windows,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.1; x64 Trident/5.0)
android,"Mozilla/5.0 (Linux; U; Android 5.1; Nexus 9 Build/LMY48B) AppleWebKit/536.26 (KHTML, like Gecko) Chrome/47.0.3585.245 Mobile Safari/537.6"
linux,Mozilla/5.0 (Linux; U; Linux i582 ) Gecko/20100101 Firefox/54.3
mobile,"Mozilla/5.0 (Linux; U; Android 5.1; Nexus 6 Build/LRX22C) AppleWebKit/602.27 (KHTML, like Gecko) Chrome/48.0.1946.315 Mobile Safari/536.8"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_0_0) Gecko/20130401 Firefox/59.6
linux,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20130401 Firefox/74.6
linux,"Mozilla/5.0 (Linux x86_64) AppleWebKit/602.24 (KHTML, like Gecko) Chrome/53.0.2110.359 Safari/536"
linux,"Mozilla/5.0 (Linux; U; Linux i684 ) AppleWebKit/536.38 (KHTML, like Gecko) Chrome/52.0.2598.119 Safari/533"
chrome,"Mozilla/5.0 (Linux; Linux i642 ) AppleWebKit/535.10 (KHTML, like Gecko) Chrome/47.0.1925.108 Safari/533"
edge,"Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/601.30 (KHTML, like Gecko) Chrome/47.0.1861.257 Safari/537.6 Edge/13.95959"
chrome,"Mozilla/5.0 (Linux; Linux i680 x86_64; en-US) AppleWebKit/602.38 (KHTML, like Gecko) Chrome/50.0.1421.352 Safari/537"
android,"Mozilla/5.0 (Linux; U; Android 5.0; Nokia 1100 wifi Build/GRK39F) AppleWebKit/533.42 (KHTML, like Gecko) Chrome/54.0.2057.267 Mobile Safari/600.2"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_4_3; like Mac OS X) AppleWebKit/603.49 (KHTML, like Gecko) Chrome/55.0.2093.354 Mobile Safari/602.8"
linux,Mozilla/5.0 (Linux x86_64; en-US) Gecko/20100101 Firefox/54.6
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_3_0; en-US) AppleWebKit/603.44 (KHTML, like Gecko) Chrome/48.0.2869.283 Safari/536"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 9_8_1 like Mac OS X) AppleWebKit/535.26 (KHTML, like Gecko) Chrome/52.0.2237.141 Mobile Safari/602.6"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 8_4_0 like Mac OS X) AppleWebKit/601.17 (KHTML, like Gecko) Chrome/55.0.2072.366 Mobile Safari/601.9"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_2; en-US) AppleWebKit/535.13 (KHTML, like Gecko) Chrome/55.0.1015.352 Safari/537"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.0; Win64; x64 Trident/7.0)
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/603.26 (KHTML, like Gecko) Chrome/50.0.1160.297 Safari/600"
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.1;) AppleWebKit/536.13 (KHTML, like Gecko) Chrome/50.0.3919.114 Safari/536"
firefox,Mozilla/5.0 (Linux; U; Linux i676 ) Gecko/20100101 Firefox/73.2
android,"Mozilla/5.0 (Linux; Android 6.0.1; HTC One M8 Build/MRA58K) AppleWebKit/536.24 (KHTML, like Gecko) Chrome/54.0.3183.259 Mobile Safari/533.6"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/533.5 (KHTML, like Gecko) Chrome/50.0.2845.325 Safari/602"
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.3;; en-US) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/53.0.2869.210 Safari/534"
windows,"Mozilla/5.0 (Windows; Windows NT 6.0; x64) AppleWebKit/601.40 (KHTML, like Gecko) Chrome/53.0.2505.142 Safari/602.3 Edge/8.39046"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_8) AppleWebKit/536.12 (KHTML, like Gecko) Chrome/50.0.1770.312 Safari/602"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_8) AppleWebKit/603.9 (KHTML, like Gecko) Chrome/53.0.3379.204 Safari/533"
windows,"Mozilla/5.0 (Windows NT 6.2; x64; en-US) AppleWebKit/535.49 (KHTML, like Gecko) Chrome/47.0.3388.208 Safari/535"
windows,Mozilla/5.0 (Windows; Windows NT 10.1; x64; en-US) Gecko/20100101 Firefox/61.1
firefox,Mozilla/5.0 (Windows NT 6.3;; en-US) Gecko/20130401 Firefox/69.7
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_5_2; en-US) Gecko/20100101 Firefox/56.7
linux,Mozilla/5.0 (Linux; U; Linux x86_64) Gecko/20100101 Firefox/71.3
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_8) Gecko/20100101 Firefox/58.3
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_0_3) AppleWebKit/603.9 (KHTML, like Gecko) Chrome/51.0.2629.377 Safari/600"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.1; Win64; x64 Trident/5.0)
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.1; Win64; x64; en-US Trident/6.0)
edge,"Mozilla/5.0 (Windows; Windows NT 10.3; WOW64) AppleWebKit/536.24 (KHTML, like Gecko) Chrome/49.0.3526.239 Safari/535.9 Edge/18.20597"
android,"Mozilla/5.0 (Linux; Android 5.0.2; SAMSUNG SM-G925L Build/KTU84F) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/51.0.2666.210 Mobile Safari/537.0"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_4_8; like Mac OS X) AppleWebKit/533.15 (KHTML, like Gecko) Chrome/47.0.2045.279 Mobile Safari/535.8"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_1_1; en-US) Gecko/20100101 Firefox/67.9
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_4_4) AppleWebKit/600.34 (KHTML, like Gecko) Chrome/47.0.2691.345 Safari/536"
firefox,Mozilla/5.0 (Windows NT 10.5; WOW64; en-US) Gecko/20100101 Firefox/54.1
firefox,Mozilla/5.0 (U; Linux x86_64; en-US) Gecko/20130401 Firefox/57.4
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_0_7; like Mac OS X) AppleWebKit/537.48 (KHTML, like Gecko) Chrome/55.0.3804.304 Mobile Safari/533.1"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_0_7; en-US) AppleWebKit/600.50 (KHTML, like Gecko) Chrome/51.0.1341.366 Safari/603"
firefox,Mozilla/5.0 (Linux; U; Linux x86_64) Gecko/20130401 Firefox/70.0
android,"Mozilla/5.0 (Linux; U; Android 5.0.2; Lenovo A7000-a Build/LRX21M;) AppleWebKit/533.27 (KHTML, like Gecko) Chrome/51.0.1359.257 Mobile Safari/603.7"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1; like Mac OS X) AppleWebKit/602.28 (KHTML, like Gecko) Chrome/47.0.1691.266 Mobile Safari/536.6"
linux,"Mozilla/5.0 (Linux x86_64) AppleWebKit/537.46 (KHTML, like Gecko) Chrome/51.0.1813.389 Safari/533"
android,"Mozilla/5.0 (Android; Android 7.1.1; Pixel C Build/NME91E) AppleWebKit/600.43 (KHTML, like Gecko) Chrome/52.0.3207.290 Mobile Safari/536.3"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_3; en-US) Gecko/20100101 Firefox/60.2
linux,Mozilla/5.0 (U; Linux i660 ) Gecko/20100101 Firefox/58.1
chrome,"Mozilla/5.0 (Windows NT 6.0; WOW64; en-US) AppleWebKit/537.15 (KHTML, like Gecko) Chrome/55.0.3665.269 Safari/603"
android,"Mozilla/5.0 (Android; Android 4.4; SAMSUNG SM-E500L Build/KTU84P) AppleWebKit/601.49 (KHTML, like Gecko) Chrome/53.0.3379.336 Mobile Safari/603.7"
mobile,"Mozilla/5.0 (Android; Android 6.0; Nexus 6X Build/MDB08L) AppleWebKit/600.20 (KHTML, like Gecko) Chrome/54.0.3091.209 Mobile Safari/601.0"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3_9; like Mac OS X) AppleWebKit/534.42 (KHTML, like Gecko) Chrome/53.0.2858.251 Mobile Safari/602.5"
windows,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.1; Trident/6.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_4_2; like Mac OS X) AppleWebKit/537.46 (KHTML, like Gecko) Chrome/55.0.2564.150 Mobile Safari/537.5"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_2; like Mac OS X) AppleWebKit/536.17 (KHTML, like Gecko) Chrome/55.0.1509.120 Mobile Safari/603.1"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; Win64; x64) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/47.0.1015.362 Safari/536.8 Edge/16.23596"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_1_2; en-US) Gecko/20100101 Firefox/74.1
mobile,"Mozilla/5.0 (Linux; Android 5.0.2; Nokia 1100 wifi Build/GRK39F) AppleWebKit/535.44 (KHTML, like Gecko) Chrome/47.0.3265.117 Mobile Safari/534.4"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_7_7; en-US) AppleWebKit/537.7 (KHTML, like Gecko) Chrome/47.0.2429.284 Safari/602"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1;) AppleWebKit/602.15 (KHTML, like Gecko) Chrome/52.0.3730.294 Safari/533.5 Edge/8.36217"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_6) Gecko/20130401 Firefox/52.3
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_6_1) AppleWebKit/603.26 (KHTML, like Gecko) Chrome/48.0.3690.255 Safari/535"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_6_1; like Mac OS X) AppleWebKit/601.15 (KHTML, like Gecko) Chrome/47.0.2903.101 Mobile Safari/602.3"
edge,"Mozilla/5.0 (Windows; Windows NT 10.2;) AppleWebKit/536.9 (KHTML, like Gecko) Chrome/53.0.3136.177 Safari/534.7 Edge/16.18510"
mobile,"Mozilla/5.0 (Linux; U; Android 7.0; Pixel XL Build/NME91E) AppleWebKit/533.10 (KHTML, like Gecko) Chrome/52.0.2187.370 Mobile Safari/602.6"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_8_1; en-US) Gecko/20100101 Firefox/60.7
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/533.18 (KHTML, like Gecko) Chrome/47.0.1326.389 Safari/534"
chrome,"Mozilla/5.0 (Linux x86_64) AppleWebKit/600.36 (KHTML, like Gecko) Chrome/47.0.3937.170 Safari/537"
chrome,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/603.3 (KHTML, like Gecko) Chrome/49.0.2310.307 Safari/601"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0_2; like Mac OS X) AppleWebKit/602.37 (KHTML, like Gecko) Chrome/47.0.2445.146 Mobile Safari/535.9"
mobile,"Mozilla/5.0 (Linux; U; Android 4.4.1; SM-J200G Build/KTU84P) AppleWebKit/533.49 (KHTML, like Gecko) Chrome/52.0.3802.131 Mobile Safari/535.7"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.3; x64) AppleWebKit/602.47 (KHTML, like Gecko) Chrome/52.0.3925.104 Safari/537"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_9_4; like Mac OS X) AppleWebKit/600.38 (KHTML, like Gecko) Chrome/49.0.1314.354 Mobile Safari/603.7"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 8_9_7) Gecko/20100101 Firefox/59.8
linux,Mozilla/5.0 (Linux x86_64) Gecko/20100101 Firefox/65.0
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_4; en-US) AppleWebKit/603.31 (KHTML, like Gecko) Chrome/49.0.1103.348 Safari/536"
android,"Mozilla/5.0 (Android; Android 5.1; Nexus 9 Build/LRX22C) AppleWebKit/603.8 (KHTML, like Gecko) Chrome/51.0.2336.130 Mobile Safari/600.3"
windows,Mozilla/5.0 (Windows NT 6.0; Win64; x64; en-US) Gecko/20100101 Firefox/50.7
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.3; Win64; x64; en-US Trident/5.0)
edge,"Mozilla/5.0 (Windows; Windows NT 10.3; x64; en-US) AppleWebKit/603.43 (KHTML, like Gecko) Chrome/48.0.2532.177 Safari/535.5 Edge/17.50586"
android,"Mozilla/5.0 (Android; Android 5.1; Nexus 7 Build/LMY48B) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/50.0.2213.357 Mobile Safari/603.5"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_9_9; en-US) AppleWebKit/534.49 (KHTML, like Gecko) Chrome/49.0.3096.229 Safari/537"
linux,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/534.11 (KHTML, like Gecko) Chrome/52.0.2913.327 Safari/602"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.4; WOW64) AppleWebKit/600.16 (KHTML, like Gecko) Chrome/49.0.3890.278 Safari/534.5 Edge/17.69511"
linux,Mozilla/5.0 (U; Linux i581 x86_64) Gecko/20100101 Firefox/54.4
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.3; WOW64) AppleWebKit/536.19 (KHTML, like Gecko) Chrome/52.0.2224.141 Safari/535.6 Edge/14.51506"
windows,Mozilla/5.0 (compatible; MSIE 9.0; Windows; Windows NT 6.3; x64; en-US Trident/5.0)
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_5) Gecko/20130401 Firefox/64.7
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.3;; en-US) AppleWebKit/536.17 (KHTML, like Gecko) Chrome/48.0.2473.386 Safari/533.4 Edge/16.43074"
android,"Mozilla/5.0 (Android; Android 5.1.1; SM-G9350FQ Build/MMB29M) AppleWebKit/534.9 (KHTML, like Gecko) Chrome/50.0.1026.337 Mobile Safari/536.2"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_8; like Mac OS X) AppleWebKit/600.29 (KHTML, like Gecko) Chrome/52.0.3938.193 Mobile Safari/537.8"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_7_1; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/47.0.3605.327 Mobile Safari/536.5"
windows,Mozilla/5.0 (Windows NT 10.2; WOW64; en-US) Gecko/20130401 Firefox/49.7
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.5;; en-US) AppleWebKit/601.18 (KHTML, like Gecko) Chrome/48.0.1290.244 Safari/533.8 Edge/9.58631"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3_3; like Mac OS X) AppleWebKit/534.19 (KHTML, like Gecko) Chrome/49.0.2656.293 Mobile Safari/535.9"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_0; like Mac OS X) AppleWebKit/603.40 (KHTML, like Gecko) Chrome/51.0.1691.304 Mobile Safari/537.4"
windows,"Mozilla/5.0 (Windows; Windows NT 10.0;) AppleWebKit/600.29 (KHTML, like Gecko) Chrome/51.0.1653.221 Safari/601.3 Edge/10.77001"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_5_5) Gecko/20100101 Firefox/47.8
mobile,"Mozilla/5.0 (Linux; U; Android 4.3.1; HTC One 801e Build/JSS15J) AppleWebKit/537.42 (KHTML, like Gecko) Chrome/53.0.2945.183 Mobile Safari/533.3"
linux,"Mozilla/5.0 (Linux x86_64) AppleWebKit/536.27 (KHTML, like Gecko) Chrome/52.0.2667.379 Safari/535"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Win64; x64 Trident/4.0)
linux,Mozilla/5.0 (Linux i674 ; en-US) Gecko/20100101 Firefox/57.1
linux,"Mozilla/5.0 (U; Linux i656 ) AppleWebKit/533.28 (KHTML, like Gecko) Chrome/50.0.3282.200 Safari/603"
android,"Mozilla/5.0 (Linux; U; Android 6.0; HTC One_M9 Build/MRA58K) AppleWebKit/603.2 (KHTML, like Gecko) Chrome/47.0.1187.146 Mobile Safari/536.4"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_7_7; en-US) AppleWebKit/602.30 (KHTML, like Gecko) Chrome/54.0.2964.342 Safari/603"
android,"Mozilla/5.0 (Linux; U; Android 4.4; Lenovo P782 Build/JRO03C) AppleWebKit/537.5 (KHTML, like Gecko) Chrome/51.0.3260.184 Mobile Safari/602.9"
android,"Mozilla/5.0 (Android; Android 7.1.1; Pixel C Build/NRD90M) AppleWebKit/537.15 (KHTML, like Gecko) Chrome/53.0.3263.359 Mobile Safari/534.8"
firefox,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20130401 Firefox/69.6
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_0_2) AppleWebKit/601.14 (KHTML, like Gecko) Chrome/54.0.1863.117 Safari/535"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 7_7_5; en-US) Gecko/20100101 Firefox/64.6
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/536.38 (KHTML, like Gecko) Chrome/54.0.1268.183 Safari/536"
windows,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.1; x64 Trident/4.0)
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 7_4_1; en-US) Gecko/20130401 Firefox/72.8
windows,Mozilla/5.0 (Windows; U; Windows NT 6.0; WOW64) Gecko/20100101 Firefox/59.5
edge,"Mozilla/5.0 (Windows; Windows NT 10.2; Win64; x64; en-US) AppleWebKit/533.32 (KHTML, like Gecko) Chrome/48.0.1244.147 Safari/537.2 Edge/15.39269"
edge,"Mozilla/5.0 (Windows NT 10.4;; en-US) AppleWebKit/603.48 (KHTML, like Gecko) Chrome/52.0.3210.368 Safari/603.4 Edge/12.22282"
windows,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; en-US) AppleWebKit/537.14 (KHTML, like Gecko) Chrome/47.0.3410.101 Safari/602.1 Edge/16.42812"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3; en-US) AppleWebKit/602.25 (KHTML, like Gecko) Chrome/51.0.2354.195 Safari/602"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_8; like Mac OS X) AppleWebKit/603.1 (KHTML, like Gecko) Chrome/53.0.1525.392 Mobile Safari/602.9"
windows,"Mozilla/5.0 (Windows; Windows NT 6.1; x64) AppleWebKit/537.49 (KHTML, like Gecko) Chrome/51.0.1374.213 Safari/602.9 Edge/10.78716"
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.3; Win64; x64) AppleWebKit/533.29 (KHTML, like Gecko) Chrome/54.0.2200.303 Safari/601.6 Edge/18.69767"
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.0;; en-US) AppleWebKit/600.26 (KHTML, like Gecko) Chrome/54.0.3358.343 Safari/537"
